Ulasan,Rate,Label,case_folding,token,Normalisasi,Stopwords,Stemmer
"Harganya sih oke, fiturnya juga standar.",3.0,netral,harganya sih oke  fiturnya juga standar ,"['harganya', 'sih', 'oke', 'fiturnya', 'juga', 'standar']","['harganya', 'sih', 'oke', 'fiturnya', 'juga', 'standar']","['harganya', 'fiturnya', 'standar']","['harga', 'fiturnya', 'standar']"
"Cukup puas sih, cuma masih ada kekurangan.",3.0,netral,cukup puas sih  cuma masih ada kekurangan ,"['cukup', 'puas', 'sih', 'cuma', 'masih', 'ada', 'kekurangan']","['cukup', 'puas', 'sih', 'cuma', 'masih', 'ada', 'kekurangan']","['puas', 'kekurangan']","['puas', 'kurang']"
"Enak buat sehari-hari, performanya ya gitu-gitu.",3.0,netral,enak buat sehari hari  performanya ya gitu gitu ,"['enak', 'buat', 'sehari', 'hari', 'performanya', 'ya', 'gitu', 'gitu']","['enak', 'buat', 'sehari', 'hari', 'performanya', 'ya', 'begitu', 'begitu']","['enak', 'sehari', 'performanya']","['enak', 'hari', 'performa']"
Pengalaman pake stabil-stabil aja.,3.0,netral,pengalaman pake stabil stabil aja ,"['pengalaman', 'pake', 'stabil', 'stabil', 'aja']","['pengalaman', 'pakai', 'stabil', 'stabil', 'saja']","['pengalaman', 'pakai', 'stabil', 'stabil']","['alam', 'pakai', 'stabil', 'stabil']"
"Gampang dipake, performa biasa aja sih.",3.0,netral,gampang dipake  performa biasa aja sih ,"['gampang', 'dipake', 'performa', 'biasa', 'aja', 'sih']","['mudah', 'dipake', 'performa', 'biasa', 'saja', 'sih']","['mudah', 'dipake', 'performa']","['mudah', 'dipake', 'performa']"
Beberapa fitur jarang dipake.,3.0,netral,beberapa fitur jarang dipake ,"['beberapa', 'fitur', 'jarang', 'dipake']","['beberapa', 'fitur', 'jarang', 'dipake']","['fitur', 'jarang', 'dipake']","['fitur', 'jarang', 'dipake']"
"Audio jelas, cuma volume kurang bagus.",3.0,netral,audio jelas  cuma volume kurang bagus ,"['audio', 'jelas', 'cuma', 'volume', 'kurang', 'bagus']","['audio', 'jelas', 'cuma', 'volume', 'kurang', 'bagus']","['audio', 'volume', 'bagus']","['audio', 'volume', 'bagus']"
"Buat browsing oke, multitasking berat kurang.",3.0,netral,buat browsing oke  multitasking berat kurang ,"['buat', 'browsing', 'oke', 'multitasking', 'berat', 'kurang']","['buat', 'browsing', 'oke', 'multitasking', 'berat', 'kurang']","['browsing', 'multitasking', 'berat']","['browsing', 'multitasking', 'berat']"
"Layar lebar, tapi gambar gak terlalu tajam.",3.0,netral,layar lebar  tapi gambar gak terlalu tajam ,"['layar', 'lebar', 'tapi', 'gambar', 'gak', 'terlalu', 'tajam']","['layar', 'lebar', 'tetapi', 'gambar', 'tidak', 'terlalu', 'tajam']","['layar', 'lebar', 'gambar', 'tajam']","['layar', 'lebar', 'gambar', 'tajam']"
"Gak banyak keluhan, cuma gak menonjol juga.",3.0,netral,gak banyak keluhan  cuma gak menonjol juga ,"['gak', 'banyak', 'keluhan', 'cuma', 'gak', 'menonjol', 'juga']","['tidak', 'banyak', 'keluhan', 'cuma', 'tidak', 'menonjol', 'juga']","['keluhan', 'menonjol']","['keluh', 'tonjol']"
"Fungsinya standar, gak ada yang spesial.",3.0,netral,fungsinya standar  gak ada yang spesial ,"['fungsinya', 'standar', 'gak', 'ada', 'yang', 'spesial']","['fungsinya', 'standar', 'tidak', 'ada', 'yang', 'spesial']","['fungsinya', 'standar', 'spesial']","['fungsi', 'standar', 'spesial']"
"Performa sesuai harapan, stabil.",3.0,netral,performa sesuai harapan  stabil ,"['performa', 'sesuai', 'harapan', 'stabil']","['performa', 'sesuai', 'harapan', 'stabil']","['performa', 'sesuai', 'harapan', 'stabil']","['performa', 'sesuai', 'harap', 'stabil']"
"Kamera oke, performa lainnya ya biasa aja.",3.0,netral,kamera oke  performa lainnya ya biasa aja ,"['kamera', 'oke', 'performa', 'lainnya', 'ya', 'biasa', 'aja']","['kamera', 'oke', 'performa', 'lainnya', 'ya', 'biasa', 'saja']","['kamera', 'performa']","['kamera', 'performa']"
"Cas cepet, tapi baterai jadi boros.",3.0,netral,cas cepet  tapi baterai jadi boros ,"['cas', 'cepet', 'tapi', 'baterai', 'jadi', 'boros']","['cas', 'cepat', 'tetapi', 'baterai', 'jadi', 'boros']","['cas', 'cepat', 'baterai', 'boros']","['cas', 'cepat', 'baterai', 'boros']"
"Layar cukup lebar, resolusinya standar lah.",3.0,netral,layar cukup lebar  resolusinya standar lah ,"['layar', 'cukup', 'lebar', 'resolusinya', 'standar', 'lah']","['layar', 'cukup', 'lebar', 'resolusinya', 'standar', 'lah']","['layar', 'lebar', 'resolusinya', 'standar']","['layar', 'lebar', 'resolusi', 'standar']"
"Lumayan lah, tapi bisa lebih baik lagi.",3.0,netral,lumayan lah  tapi bisa lebih baik lagi ,"['lumayan', 'lah', 'tapi', 'bisa', 'lebih', 'baik', 'lagi']","['lumayan', 'lah', 'tetapi', 'bisa', 'lebih', 'baik', 'lagi']",['lumayan'],['lumayan']
"Harganya pas, kualitas ya cukup lah.",3.0,netral,harganya pas  kualitas ya cukup lah ,"['harganya', 'pas', 'kualitas', 'ya', 'cukup', 'lah']","['harganya', 'pas', 'kualitas', 'ya', 'cukup', 'lah']","['harganya', 'pas', 'kualitas']","['harga', 'pas', 'kualitas']"
"Ada NFC, performanya ya biasa-biasa aja.",3.0,netral,ada nfc  performanya ya biasa biasa aja ,"['ada', 'nfc', 'performanya', 'ya', 'biasa', 'biasa', 'aja']","['ada', 'nfc', 'performanya', 'ya', 'biasa', 'biasa', 'saja']","['nfc', 'performanya']","['nfc', 'performa']"
Agak berat pas buka aplikasi banyak.,3.0,netral,agak berat pas buka aplikasi banyak ,"['agak', 'berat', 'pas', 'buka', 'aplikasi', 'banyak']","['agak', 'berat', 'pas', 'buka', 'aplikasi', 'banyak']","['berat', 'pas', 'buka', 'aplikasi']","['berat', 'pas', 'buka', 'aplikasi']"
"Tampilannya keren, performa biasa aja sih.",3.0,netral,tampilannya keren  performa biasa aja sih ,"['tampilannya', 'keren', 'performa', 'biasa', 'aja', 'sih']","['tampilannya', 'keren', 'performa', 'biasa', 'saja', 'sih']","['tampilannya', 'keren', 'performa']","['tampil', 'keren', 'performa']"
"Kamera oke siang, malam rada gelap.",3.0,netral,kamera oke siang  malam rada gelap ,"['kamera', 'oke', 'siang', 'malam', 'rada', 'gelap']","['kamera', 'oke', 'siang', 'malam', 'agak', 'gelap']","['kamera', 'siang', 'malam', 'gelap']","['kamera', 'siang', 'malam', 'gelap']"
Harga standar sama kualitas yang dikasih.,3.0,netral,harga standar sama kualitas yang dikasih ,"['harga', 'standar', 'sama', 'kualitas', 'yang', 'dikasih']","['harga', 'standar', 'sama', 'kualitas', 'yang', 'dikasih']","['harga', 'standar', 'kualitas', 'dikasih']","['harga', 'standar', 'kualitas', 'kasih']"
Stabil buat dipake ringan-ringan aja.,3.0,netral,stabil buat dipake ringan ringan aja ,"['stabil', 'buat', 'dipake', 'ringan', 'ringan', 'aja']","['stabil', 'buat', 'dipake', 'ringan', 'ringan', 'saja']","['stabil', 'dipake', 'ringan', 'ringan']","['stabil', 'dipake', 'ringan', 'ringan']"
"Gak mengecewakan, tapi juga gak bikin terkesan.",3.0,netral,gak mengecewakan  tapi juga gak bikin terkesan ,"['gak', 'mengecewakan', 'tapi', 'juga', 'gak', 'bikin', 'terkesan']","['tidak', 'mengecewakan', 'tetapi', 'juga', 'tidak', 'bikin', 'terkesan']","['mengecewakan', 'bikin', 'terkesan']","['kecewa', 'bikin', 'kes']"
"Paketnya nyampe aman, puas banget sama hpnya",1.0,negatif,paketnya nyampe aman  puas banget sama hpnya,"['paketnya', 'nyampe', 'aman', 'puas', 'banget', 'sama', 'hpnya']","['paketnya', 'sampai', 'aman', 'puas', 'banget', 'sama', 'hpnya']","['paketnya', 'aman', 'puas', 'banget', 'hpnya']","['paket', 'aman', 'puas', 'banget', 'hpnya']"
"Kecewa sih, layar kurang bagus",1.0,negatif,kecewa sih  layar kurang bagus,"['kecewa', 'sih', 'layar', 'kurang', 'bagus']","['kecewa', 'sih', 'layar', 'kurang', 'bagus']","['kecewa', 'layar', 'bagus']","['kecewa', 'layar', 'bagus']"
"Lumayan lah, ga jelek banget tapi biasa aja",1.0,negatif,lumayan lah  ga jelek banget tapi biasa aja,"['lumayan', 'lah', 'ga', 'jelek', 'banget', 'tapi', 'biasa', 'aja']","['lumayan', 'lah', 'tidak', 'jelek', 'banget', 'tetapi', 'biasa', 'saja']","['lumayan', 'jelek', 'banget']","['lumayan', 'jelek', 'banget']"
"Mantep banget sih, worth it beli ini",1.0,negatif,mantep banget sih  worth it beli ini,"['mantep', 'banget', 'sih', 'worth', 'it', 'beli', 'ini']","['mantap', 'banget', 'sih', 'worth', 'it', 'beli', 'ini']","['mantap', 'banget', 'worth', 'it', 'beli']","['mantap', 'banget', 'worth', 'it', 'beli']"
"Barangnya cacat, udah gitu respon penjual lama",1.0,negatif,barangnya cacat  udah gitu respon penjual lama,"['barangnya', 'cacat', 'udah', 'gitu', 'respon', 'penjual', 'lama']","['barangnya', 'cacat', 'sudah', 'begitu', 'respon', 'penjual', 'lama']","['barangnya', 'cacat', 'respon', 'penjual']","['barang', 'cacat', 'respon', 'jual']"
"Seneng banget, udah sesuai ekspektasi",1.0,negatif,seneng banget  udah sesuai ekspektasi,"['seneng', 'banget', 'udah', 'sesuai', 'ekspektasi']","['senang', 'banget', 'sudah', 'sesuai', 'ekspektasi']","['senang', 'banget', 'sesuai', 'ekspektasi']","['senang', 'banget', 'sesuai', 'ekspektasi']"
Harganya terlalu mahal buat kualitas kayak gini,2.0,negatif,harganya terlalu mahal buat kualitas kayak gini,"['harganya', 'terlalu', 'mahal', 'buat', 'kualitas', 'kayak', 'gini']","['harganya', 'terlalu', 'mahal', 'buat', 'kualitas', 'seperti', 'begini']","['harganya', 'mahal', 'kualitas']","['harga', 'mahal', 'kualitas']"
"Barang bagus, fitur oke",2.0,negatif,barang bagus  fitur oke,"['barang', 'bagus', 'fitur', 'oke']","['barang', 'bagus', 'fitur', 'oke']","['barang', 'bagus', 'fitur']","['barang', 'bagus', 'fitur']"
"Lumayan kecewa, pengirimannya lambat",2.0,negatif,lumayan kecewa  pengirimannya lambat,"['lumayan', 'kecewa', 'pengirimannya', 'lambat']","['lumayan', 'kecewa', 'pengirimannya', 'lambat']","['lumayan', 'kecewa', 'pengirimannya', 'lambat']","['lumayan', 'kecewa', 'kirim', 'lambat']"
"Hpnya enteng banget buat main game, suka!",1.0,negatif,hpnya enteng banget buat main game  suka ,"['hpnya', 'enteng', 'banget', 'buat', 'main', 'game', 'suka']","['hpnya', 'enteng', 'banget', 'buat', 'main', 'game', 'suka']","['hpnya', 'enteng', 'banget', 'main', 'game', 'suka']","['hpnya', 'enteng', 'banget', 'main', 'game', 'suka']"
"Kamera burik, nyesel beli",1.0,negatif,kamera burik  nyesel beli,"['kamera', 'burik', 'nyesel', 'beli']","['kamera', 'burik', 'nyesel', 'beli']","['kamera', 'burik', 'nyesel', 'beli']","['kamera', 'burik', 'nyesel', 'beli']"
"Biasa aja sih, nothing special",2.0,negatif,biasa aja sih  nothing special,"['biasa', 'aja', 'sih', 'nothing', 'special']","['biasa', 'saja', 'sih', 'nothing', 'special']","['nothing', 'special']","['nothing', 'special']"
"Suka sama desainnya, simple dan elegan",2.0,negatif,suka sama desainnya  simple dan elegan,"['suka', 'sama', 'desainnya', 'simple', 'dan', 'elegan']","['suka', 'sama', 'desainnya', 'simple', 'dan', 'elegan']","['suka', 'desainnya', 'simple', 'elegan']","['suka', 'desain', 'simple', 'elegan']"
"Lemot banget, gak sesuai deskripsi",2.0,negatif,lemot banget  gak sesuai deskripsi,"['lemot', 'banget', 'gak', 'sesuai', 'deskripsi']","['lelet', 'banget', 'tidak', 'sesuai', 'deskripsi']","['lelet', 'banget', 'sesuai', 'deskripsi']","['lelet', 'banget', 'sesuai', 'deskripsi']"
"Puas banget, gak nyangka bisa sebagus ini",3.0,netral,puas banget  gak nyangka bisa sebagus ini,"['puas', 'banget', 'gak', 'nyangka', 'bisa', 'sebagus', 'ini']","['puas', 'banget', 'tidak', 'menyangka', 'bisa', 'sebagus', 'ini']","['puas', 'banget', 'menyangka', 'sebagus']","['puas', 'banget', 'sangka', 'bagus']"
"Layarnya keren, smooth buat scrolling",2.0,negatif,layarnya keren  smooth buat scrolling,"['layarnya', 'keren', 'smooth', 'buat', 'scrolling']","['layarnya', 'keren', 'smooth', 'buat', 'scrolling']","['layarnya', 'keren', 'smooth', 'scrolling']","['layar', 'keren', 'smooth', 'scrolling']"
"Tombolnya agak keras, kurang nyaman",2.0,negatif,tombolnya agak keras  kurang nyaman,"['tombolnya', 'agak', 'keras', 'kurang', 'nyaman']","['tombolnya', 'agak', 'keras', 'kurang', 'nyaman']","['tombolnya', 'keras', 'nyaman']","['tombol', 'keras', 'nyaman']"
"Pengiriman cepet, barang sesuai",1.0,negatif,pengiriman cepet  barang sesuai,"['pengiriman', 'cepet', 'barang', 'sesuai']","['pengiriman', 'cepat', 'barang', 'sesuai']","['pengiriman', 'cepat', 'barang', 'sesuai']","['kirim', 'cepat', 'barang', 'sesuai']"
Harga murah tapi kualitas gak murahan,1.0,negatif,harga murah tapi kualitas gak murahan,"['harga', 'murah', 'tapi', 'kualitas', 'gak', 'murahan']","['harga', 'murah', 'tetapi', 'kualitas', 'tidak', 'murahan']","['harga', 'murah', 'kualitas', 'murahan']","['harga', 'murah', 'kualitas', 'murah']"
"Baterainya boros, harus sering ngecas",2.0,negatif,baterainya boros  harus sering ngecas,"['baterainya', 'boros', 'harus', 'sering', 'ngecas']","['baterainya', 'boros', 'harus', 'sering', 'ngecas']","['baterainya', 'boros', 'ngecas']","['baterai', 'boros', 'ngecas']"
"Bentuknya unik, suka banget",2.0,negatif,bentuknya unik  suka banget,"['bentuknya', 'unik', 'suka', 'banget']","['bentuknya', 'unik', 'suka', 'banget']","['bentuknya', 'unik', 'suka', 'banget']","['bentuk', 'unik', 'suka', 'banget']"
"Prosesor lemot, kurang cocok buat multitasking",2.0,negatif,prosesor lemot  kurang cocok buat multitasking,"['prosesor', 'lemot', 'kurang', 'cocok', 'buat', 'multitasking']","['prosesor', 'lelet', 'kurang', 'cocok', 'buat', 'multitasking']","['prosesor', 'lelet', 'cocok', 'multitasking']","['prosesor', 'lelet', 'cocok', 'multitasking']"
"Packing rapi, produk aman sampai",4.0,positif,packing rapi  produk aman sampai,"['packing', 'rapi', 'produk', 'aman', 'sampai']","['packing', 'rapi', 'produk', 'aman', 'sampai']","['packing', 'rapi', 'produk', 'aman']","['packing', 'rapi', 'produk', 'aman']"
"Hasil kameranya jernih, suka!",1.0,negatif,hasil kameranya jernih  suka ,"['hasil', 'kameranya', 'jernih', 'suka']","['hasil', 'kameranya', 'jernih', 'suka']","['hasil', 'kameranya', 'jernih', 'suka']","['hasil', 'kamera', 'jernih', 'suka']"
Agak panas kalau dipakai lama,1.0,negatif,agak panas kalau dipakai lama,"['agak', 'panas', 'kalau', 'dipakai', 'lama']","['agak', 'panas', 'kalau', 'dipakai', 'lama']","['panas', 'dipakai']","['panas', 'pakai']"
"Udah beli dua kali, tetap puas",1.0,negatif,udah beli dua kali  tetap puas,"['udah', 'beli', 'dua', 'kali', 'tetap', 'puas']","['sudah', 'beli', 'dua', 'kali', 'tetap', 'puas']","['beli', 'kali', 'puas']","['beli', 'kali', 'puas']"
"Tidak sesuai dengan deskripsi, kecewa",2.0,negatif,tidak sesuai dengan deskripsi  kecewa,"['tidak', 'sesuai', 'dengan', 'deskripsi', 'kecewa']","['tidak', 'sesuai', 'dengan', 'deskripsi', 'kecewa']","['sesuai', 'deskripsi', 'kecewa']","['sesuai', 'deskripsi', 'kecewa']"
"Barangnya ori, tapi prosessor lambat",1.0,negatif,barangnya ori  tapi prosessor lambat,"['barangnya', 'ori', 'tapi', 'prosessor', 'lambat']","['barangnya', 'ori', 'tetapi', 'prosesor', 'lambat']","['barangnya', 'ori', 'prosesor', 'lambat']","['barang', 'ori', 'prosesor', 'lambat']"
"Warna hpnya cakep, tapi terlalu lebay",2.0,negatif,warna hpnya cakep  tapi terlalu lebay,"['warna', 'hpnya', 'cakep', 'tapi', 'terlalu', 'lebay']","['warna', 'hpnya', 'cakep', 'tetapi', 'terlalu', 'lebay']","['warna', 'hpnya', 'cakep', 'lebay']","['warna', 'hpnya', 'cakep', 'lebay']"
Kamera depan kurang tajam,2.0,negatif,kamera depan kurang tajam,"['kamera', 'depan', 'kurang', 'tajam']","['kamera', 'depan', 'kurang', 'tajam']","['kamera', 'tajam']","['kamera', 'tajam']"
Layarnya besar ga cocok buat saya,3.0,netral,layarnya besar ga cocok buat saya,"['layarnya', 'besar', 'ga', 'cocok', 'buat', 'saya']","['layarnya', 'besar', 'tidak', 'cocok', 'buat', 'saya']","['layarnya', 'cocok']","['layar', 'cocok']"
"Speknya overhyped, biasa aja kok",3.0,netral,speknya overhyped  biasa aja kok,"['speknya', 'overhyped', 'biasa', 'aja', 'kok']","['speknya', 'overhyped', 'biasa', 'saja', 'kok']","['speknya', 'overhyped']","['speknya', 'overhyped']"
Desainnya kurang suka,1.0,negatif,desainnya kurang suka,"['desainnya', 'kurang', 'suka']","['desainnya', 'kurang', 'suka']","['desainnya', 'suka']","['desain', 'suka']"
"Update OS-nya ribet, kurang suka",1.0,negatif,update os nya ribet  kurang suka,"['update', 'os', 'nya', 'ribet', 'kurang', 'suka']","['update', 'os', 'nya', 'ribet', 'kurang', 'suka']","['update', 'os', 'ribet', 'suka']","['update', 'os', 'ribet', 'suka']"
Speaker suaranya ga jernih,2.0,negatif,speaker suaranya ga jernih,"['speaker', 'suaranya', 'ga', 'jernih']","['speaker', 'suaranya', 'tidak', 'jernih']","['speaker', 'suaranya', 'jernih']","['speaker', 'suara', 'jernih']"
Hp ngelag,1.0,negatif,hp ngelag,"['hp', 'ngelag']","['hp', 'ngelag']","['hp', 'ngelag']","['hp', 'ngelag']"
"Harganya murah, performa biasa aja",2.0,negatif,harganya murah  performa biasa aja,"['harganya', 'murah', 'performa', 'biasa', 'aja']","['harganya', 'murah', 'performa', 'biasa', 'saja']","['harganya', 'murah', 'performa']","['harga', 'murah', 'performa']"
"Desain kekinian, tapi biasa aja",1.0,negatif,desain kekinian  tapi biasa aja,"['desain', 'kekinian', 'tapi', 'biasa', 'aja']","['desain', 'kekinian', 'tetapi', 'biasa', 'saja']","['desain', 'kekinian']","['desain', 'kini']"
"Sinyalnya suka hilang, bikin kesal",2.0,negatif,sinyalnya suka hilang  bikin kesal,"['sinyalnya', 'suka', 'hilang', 'bikin', 'kesal']","['sinyalnya', 'suka', 'hilang', 'bikin', 'kesal']","['sinyalnya', 'suka', 'hilang', 'bikin', 'kesal']","['sinyal', 'suka', 'hilang', 'bikin', 'kesal']"
Material hpnya biasa aja,2.0,negatif,material hpnya biasa aja,"['material', 'hpnya', 'biasa', 'aja']","['material', 'hpnya', 'biasa', 'saja']","['material', 'hpnya']","['material', 'hpnya']"
"Prosesor kurang cepat, jadi kurang lancar buat game berat",2.0,negatif,prosesor kurang cepat  jadi kurang lancar buat game berat,"['prosesor', 'kurang', 'cepat', 'jadi', 'kurang', 'lancar', 'buat', 'game', 'berat']","['prosesor', 'kurang', 'cepat', 'jadi', 'kurang', 'lancar', 'buat', 'game', 'berat']","['prosesor', 'cepat', 'lancar', 'game', 'berat']","['prosesor', 'cepat', 'lancar', 'game', 'berat']"
Paket datang ga tepat waktu,2.0,negatif,paket datang ga tepat waktu,"['paket', 'datang', 'ga', 'tepat', 'waktu']","['paket', 'datang', 'tidak', 'tepat', 'waktu']",['paket'],['paket']
Fitur-fiturnya kurang,3.0,netral,fitur fiturnya kurang,"['fitur', 'fiturnya', 'kurang']","['fitur', 'fiturnya', 'kurang']","['fitur', 'fiturnya']","['fitur', 'fiturnya']"
Agak berat hpnya,1.0,negatif,agak berat hpnya,"['agak', 'berat', 'hpnya']","['agak', 'berat', 'hpnya']","['berat', 'hpnya']","['berat', 'hpnya']"
"Kamera zoom-nya blur, gak jelas",1.0,negatif,kamera zoom nya blur  gak jelas,"['kamera', 'zoom', 'nya', 'blur', 'gak', 'jelas']","['kamera', 'zoom', 'nya', 'blur', 'tidak', 'jelas']","['kamera', 'zoom', 'blur']","['kamera', 'zoom', 'blur']"
Charging-nya lama banget,1.0,negatif,charging nya lama banget,"['charging', 'nya', 'lama', 'banget']","['charging', 'nya', 'lama', 'banget']","['charging', 'banget']","['charging', 'banget']"
"Fingerprint-nya lambat, mengecewakan",2.0,negatif,fingerprint nya lambat  mengecewakan,"['fingerprint', 'nya', 'lambat', 'mengecewakan']","['fingerprint', 'nya', 'lambat', 'mengecewakan']","['fingerprint', 'lambat', 'mengecewakan']","['fingerprint', 'lambat', 'kecewa']"
Bodi hpnya gampang kotor,2.0,negatif,bodi hpnya gampang kotor,"['bodi', 'hpnya', 'gampang', 'kotor']","['bodi', 'hpnya', 'mudah', 'kotor']","['bodi', 'hpnya', 'mudah', 'kotor']","['bodi', 'hpnya', 'mudah', 'kotor']"
"Speaker bagus, tapi baterainya kurang tahan lama",3.0,netral,speaker bagus  tapi baterainya kurang tahan lama,"['speaker', 'bagus', 'tapi', 'baterainya', 'kurang', 'tahan', 'lama']","['speaker', 'bagus', 'tetapi', 'baterainya', 'kurang', 'tahan', 'lama']","['speaker', 'bagus', 'baterainya', 'tahan']","['speaker', 'bagus', 'baterai', 'tahan']"
"Kurang banget, layar ga jernih dan tajam",1.0,negatif,kurang banget  layar ga jernih dan tajam,"['kurang', 'banget', 'layar', 'ga', 'jernih', 'dan', 'tajam']","['kurang', 'banget', 'layar', 'tidak', 'jernih', 'dan', 'tajam']","['banget', 'layar', 'jernih', 'tajam']","['banget', 'layar', 'jernih', 'tajam']"
HP yang saya terima tidak sesuai dengan deskripsi produk. Sangat kecewa,1.0,negatif,hp yang saya terima tidak sesuai dengan deskripsi produk  sangat kecewa,"['hp', 'yang', 'saya', 'terima', 'tidak', 'sesuai', 'dengan', 'deskripsi', 'produk', 'sangat', 'kecewa']","['hp', 'yang', 'saya', 'terima', 'tidak', 'sesuai', 'dengan', 'deskripsi', 'produk', 'sangat', 'kecewa']","['hp', 'terima', 'sesuai', 'deskripsi', 'produk', 'kecewa']","['hp', 'terima', 'sesuai', 'deskripsi', 'produk', 'kecewa']"
"Pengiriman sangat lama, lebih dari seminggu, padahal dijanjikan 3 hari.",2.0,negatif,pengiriman sangat lama  lebih dari seminggu  padahal dijanjikan   hari ,"['pengiriman', 'sangat', 'lama', 'lebih', 'dari', 'seminggu', 'padahal', 'dijanjikan', 'hari']","['pengiriman', 'sangat', 'lama', 'lebih', 'dari', 'seminggu', 'padahal', 'dijanjikan', 'hari']","['pengiriman', 'seminggu', 'dijanjikan']","['kirim', 'minggu', 'janji']"
"HP baru, tapi sudah mengalami masalah pada sistem operasi",3.0,netral,hp baru  tapi sudah mengalami masalah pada sistem operasi,"['hp', 'baru', 'tapi', 'sudah', 'mengalami', 'masalah', 'pada', 'sistem', 'operasi']","['hp', 'baru', 'tetapi', 'sudah', 'mengalami', 'masalah', 'pada', 'sistem', 'operasi']","['hp', 'mengalami', 'sistem', 'operasi']","['hp', 'alami', 'sistem', 'operasi']"
"Tidak ada garansi resmi dari toko, padahal seharusnya ada",1.0,negatif,tidak ada garansi resmi dari toko  padahal seharusnya ada,"['tidak', 'ada', 'garansi', 'resmi', 'dari', 'toko', 'padahal', 'seharusnya', 'ada']","['tidak', 'ada', 'garansi', 'resmi', 'dari', 'toko', 'padahal', 'seharusnya', 'ada']","['garansi', 'resmi', 'toko']","['garansi', 'resmi', 'toko']"
"Produk datang dengan cacat fisik, ada goresan di layar dan bodi",1.0,negatif,produk datang dengan cacat fisik  ada goresan di layar dan bodi,"['produk', 'datang', 'dengan', 'cacat', 'fisik', 'ada', 'goresan', 'di', 'layar', 'dan', 'bodi']","['produk', 'datang', 'dengan', 'cacat', 'fisik', 'ada', 'goresan', 'di', 'layar', 'dan', 'bodi']","['produk', 'cacat', 'fisik', 'goresan', 'layar', 'bodi']","['produk', 'cacat', 'fisik', 'gores', 'layar', 'bodi']"
Tombol volume tidak berfungsi dengan baik.,1.0,negatif,tombol volume tidak berfungsi dengan baik ,"['tombol', 'volume', 'tidak', 'berfungsi', 'dengan', 'baik']","['tombol', 'volume', 'tidak', 'berfungsi', 'dengan', 'baik']","['tombol', 'volume', 'berfungsi']","['tombol', 'volume', 'fungsi']"
"HP ini tidak dapat terhubung ke WiFi, sangat mengganggu.",2.0,negatif,hp ini tidak dapat terhubung ke wifi  sangat mengganggu ,"['hp', 'ini', 'tidak', 'dapat', 'terhubung', 'ke', 'wifi', 'sangat', 'mengganggu']","['hp', 'ini', 'tidak', 'dapat', 'terhubung', 'ke', 'wifi', 'sangat', 'mengganggu']","['hp', 'terhubung', 'wifi', 'mengganggu']","['hp', 'hubung', 'wifi', 'ganggu']"
"Pengemasan tidak aman, HP tiba dengan kondisi rusak",1.0,negatif,pengemasan tidak aman  hp tiba dengan kondisi rusak,"['pengemasan', 'tidak', 'aman', 'hp', 'tiba', 'dengan', 'kondisi', 'rusak']","['pengemasan', 'tidak', 'aman', 'hp', 'tiba', 'dengan', 'kondisi', 'rusak']","['pengemasan', 'aman', 'hp', 'kondisi', 'rusak']","['emas', 'aman', 'hp', 'kondisi', 'rusak']"
"Suara speaker sangat buruk, tidak jelas dan pecah",1.0,negatif,suara speaker sangat buruk  tidak jelas dan pecah,"['suara', 'speaker', 'sangat', 'buruk', 'tidak', 'jelas', 'dan', 'pecah']","['suara', 'speaker', 'sangat', 'buruk', 'tidak', 'jelas', 'dan', 'pecah']","['suara', 'speaker', 'buruk', 'pecah']","['suara', 'speaker', 'buruk', 'pecah']"
"Pengiriman sangat lama, barang baru sampai setelah 10 hari.",2.0,negatif,pengiriman sangat lama  barang baru sampai setelah   hari ,"['pengiriman', 'sangat', 'lama', 'barang', 'baru', 'sampai', 'setelah', 'hari']","['pengiriman', 'sangat', 'lama', 'barang', 'baru', 'sampai', 'setelah', 'hari']","['pengiriman', 'barang']","['kirim', 'barang']"
"Toko tidak responsif saat saya mengajukan klaim, sangat tidak profesional",2.0,negatif,toko tidak responsif saat saya mengajukan klaim  sangat tidak profesional,"['toko', 'tidak', 'responsif', 'saat', 'saya', 'mengajukan', 'klaim', 'sangat', 'tidak', 'profesional']","['toko', 'tidak', 'responsif', 'saat', 'saya', 'mengajukan', 'klaim', 'sangat', 'tidak', 'profesional']","['toko', 'responsif', 'mengajukan', 'klaim', 'profesional']","['toko', 'responsif', 'aju', 'klaim', 'profesional']"
"Ada masalah dengan sinyal, HP sering kehilangan sinyal meskipun di tempat yang sama",1.0,negatif,ada masalah dengan sinyal  hp sering kehilangan sinyal meskipun di tempat yang sama,"['ada', 'masalah', 'dengan', 'sinyal', 'hp', 'sering', 'kehilangan', 'sinyal', 'meskipun', 'di', 'tempat', 'yang', 'sama']","['ada', 'masalah', 'dengan', 'sinyal', 'hp', 'sering', 'kehilangan', 'sinyal', 'meskipun', 'di', 'tempat', 'yang', 'sama']","['sinyal', 'hp', 'kehilangan', 'sinyal']","['sinyal', 'hp', 'hilang', 'sinyal']"
